zsjCode	dojezdy_all	dojezdy_urgent	dojezdy_very_urgent	count_all	count_urgent	count_very_urgent	DUŠNOST	ÚRAZ	BOLEST BŘICHA	PÁD	NESP.NEURO. PŘÍZ.	JINÉ POT.AK.	STENOKARDIE	JINÉ POT./ZH.STAVU	PO KOLAPSU	BEZVĚDOMÍ	NEVOLNOST	BOLEST ZAD 	PSYCHÓZA	NAPADENÍ	INTOXIKACE	SOMNOLENCE	KRVÁCENÍ	DN	HYPERT.	ARYTMIE	BOLEST DK	TEPLOTA	KŘEČE/PO KŘEČI	K PORODU	BOLEST JINÁ
130290	6.34	6.20	6.11	262	208	81	43	20	13	6	18	17	15	12	6	8	8	8	8	6	9	7	5	3	5	1	3	2	6	1	3
130303	5.44	5.57	4.95	152	114	49	12	21	14	13	3	4	5	1	6	7	4	4	3	8	7	3	3	9	2	7	1	1	2	0	0
130311	5.53	5.36	5.40	328	248	90	30	34	19	25	17	16	8	6	27	12	13	11	14	9	7	5	4	9	3	3	1	4	2	5	5
130320	6.16	6.15	5.36	148	109	27	12	37	6	8	2	8	2	6	13	4	6	0	2	2	4	4	2	6	3	0	2	2	0	1	1
130338	8.77	7.39	8.32	6	4	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0
130346	8.13	8.08	8.32	26	23	11	3	2	0	1	3	1	0	2	0	2	1	2	0	0	0	1	1	0	0	0	0	0	1	1	0
130362	8.53	8.63	8.39	26	22	13	1	0	2	1	4	0	3	0	1	2	1	2	0	1	0	0	1	0	0	0	0	1	1	0	1
130371	8.66	8.55	8.34	291	187	86	46	18	19	40	11	7	12	19	8	7	6	6	10	7	5	6	6	2	19	5	3	2	3	3	6
130397	9.34	9.24	9.28	384	300	155	51	23	47	40	20	16	25	18	14	13	12	10	5	4	2	9	9	3	11	7	5	4	2	2	1
130401	8.22	8.07	7.92	83	67	34	18	3	2	6	4	3	3	8	3	2	4	3	3	2	2	0	1	3	2	3	3	0	0	0	0
130427	4.72	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
130435	6.78	6.66	5.60	93	72	27	17	8	4	7	7	7	5	8	2	2	7	1	1	0	0	3	3	0	4	1	0	0	0	0	0
130443	6.12	6.07	5.86	386	303	128	40	34	33	32	35	15	14	19	15	23	14	16	9	5	0	3	4	4	8	5	11	5	1	2	2
130478	6.55	6.46	6.60	226	171	58	21	23	11	21	12	15	9	11	6	11	6	2	11	6	7	5	7	6	6	1	2	2	5	2	1
130486	6.49	6.36	5.78	19	14	7	0	4	1	4	1	0	0	0	0	1	1	0	0	0	0	1	1	1	3	0	0	0	0	1	0
130508	7.33	7.35	7.19	357	270	122	40	24	22	40	18	12	7	10	19	19	17	12	10	5	10	5	11	4	9	12	6	1	2	1	8
130516	7.68	7.77	7.55	280	215	107	46	32	26	28	17	16	13	12	7	14	7	2	0	0	1	11	9	0	8	0	5	4	1	3	2
130524	7.36	7.58	7.60	51	38	19	14	6	2	1	5	2	2	3	0	1	1	3	1	0	1	0	0	1	1	2	1	0	0	0	0
130532	9.15	9.07	9.20	381	304	133	40	34	33	26	19	19	13	22	16	14	9	16	9	5	11	8	10	4	2	3	10	5	4	7	5
130541	8.81	8.87	8.87	117	95	41	14	8	7	10	7	9	1	4	1	8	2	1	4	2	4	1	5	0	1	0	2	1	3	4	1
130559	9.50	9.68	9.49	94	66	27	8	8	7	7	8	2	5	4	5	6	2	5	4	2	3	1	3	0	2	1	2	1	1	5	1
130567	12.67	12.67	11.78	7	6	4	1	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
130575	10.37	10.65	11.82	18	12	5	2	2	1	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	2	3	0	0	0	0	1
130583	9.45	9.45	9.64	28	21	13	3	3	2	4	1	1	1	1	0	3	1	0	0	1	0	0	0	1	0	0	0	1	0	1	2
130591	9.05	9.12	9.06	70	56	24	7	6	5	5	3	4	5	2	4	1	3	1	3	1	3	0	2	0	1	1	0	1	3	1	1
130605	7.62	6.62	7.78	10	8	2	1	2	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0
130613	7.04	7.04	6.85	8	8	3	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1
130621	7.33	7.45	7.23	132	104	50	19	12	11	12	4	6	10	5	3	2	2	5	3	2	1	1	5	2	1	1	0	2	0	1	0
130630	6.74	6.45	6.48	15	13	9	3	1	2	0	0	3	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
130648	6.11	6.09	5.91	59	47	22	5	7	5	7	3	1	4	3	3	2	0	2	1	0	0	2	2	0	3	1	0	0	2	1	0
130656	5.84	5.81	5.49	282	214	83	23	35	15	22	18	10	14	18	13	9	12	8	9	6	1	6	6	4	8	6	4	2	4	6	2
130672	6.23	6.21	5.97	106	79	29	5	10	8	10	4	5	5	6	3	7	5	1	4	2	2	1	2	1	0	2	0	2	3	4	1
130699	6.59	6.52	6.35	274	214	77	24	40	14	20	15	17	8	8	17	9	12	9	13	7	11	3	3	5	4	3	2	7	4	0	3
130702	7.11	6.93	6.63	223	179	77	20	31	10	10	13	4	8	12	6	17	6	5	9	4	6	8	2	3	2	3	7	2	0	7	6
130711	8.54	8.08	7.22	29	23	8	3	3	3	3	1	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	1	0	1	1	0
130729	7.42	7.09	7.83	19	15	5	2	3	2	1	0	0	0	1	1	1	0	1	1	0	1	0	1	0	0	2	0	0	0	0	0
130737	7.60	7.70	7.44	156	130	65	24	9	12	9	13	10	12	3	7	7	4	8	3	2	2	1	0	3	2	2	3	1	1	3	3
130745	8.85	8.90	8.91	270	213	89	28	21	27	13	21	19	12	15	9	10	5	8	6	6	4	3	4	3	3	4	5	4	2	5	8
130753	14.06	14.36	11.38	5	4	2	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
130761	10.74	10.89	10.20	41	31	6	3	5	2	4	3	1	2	2	3	0	2	1	1	2	0	2	1	1	0	0	0	1	1	1	0
130788	12.92	12.92	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130800	8.70	8.44	8.04	18	17	3	1	2	1	1	0	1	1	0	1	0	1	0	4	0	0	1	0	1	0	0	0	0	1	0	0
130818	6.55	6.38	6.35	8	5	2	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
130826	7.28	6.99	6.17	17	14	6	0	0	0	1	0	2	0	0	0	2	1	2	1	0	0	0	0	6	0	0	1	0	0	1	0
130834	6.02	6.13	6.34	26	21	12	8	3	2	0	1	1	0	0	0	2	1	0	0	1	0	0	0	6	0	0	0	1	0	0	0
130842	5.89	5.75	6.02	19	14	7	1	2	0	2	0	0	0	0	0	2	0	1	0	0	2	4	1	2	0	0	0	1	0	0	0
130851	5.39	5.46	5.52	149	118	54	14	15	14	9	6	11	9	3	3	3	5	6	3	4	3	3	3	1	2	2	1	2	1	3	0
130869	6.06	6.15	5.36	91	75	23	9	9	7	5	3	12	2	10	2	0	7	0	1	0	3	3	1	1	3	0	0	0	0	2	1
130877	6.32	6.42	6.77	194	146	48	10	24	13	15	17	11	10	13	8	7	5	4	8	3	5	4	4	4	0	0	6	1	2	0	1
130885	6.74	6.71	6.68	53	43	21	5	9	3	6	0	2	4	3	2	1	1	1	0	1	1	1	1	1	0	0	0	5	0	0	2
130893	7.00	7.14	7.03	291	211	78	20	36	20	25	14	21	8	17	11	11	10	6	8	11	9	1	0	5	5	3	8	3	3	2	5
130907	7.90	7.83	7.78	355	273	93	29	28	21	32	15	15	11	12	12	16	17	5	23	17	10	12	6	7	3	5	7	2	8	5	4
130915	7.94	7.79	7.89	302	230	80	27	37	20	24	17	12	8	10	7	10	8	2	11	16	17	10	7	8	2	2	4	3	5	6	2
130923	8.39	8.28	8.39	30	25	8	0	7	3	1	3	2	1	2	0	2	1	2	1	1	0	0	0	1	0	0	0	0	0	0	0
130931	7.79	7.86	7.97	13	10	4	3	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0
130940	8.63	8.62	8.61	130	101	52	22	6	10	7	7	9	4	9	5	9	2	3	2	3	4	0	3	2	3	1	2	3	0	0	0
130958	7.91	7.78	7.53	298	236	100	39	32	23	26	21	16	16	9	17	6	9	9	6	1	5	4	6	3	6	1	1	8	1	2	2
130966	7.23	7.25	7.15	456	369	143	49	37	41	21	17	21	29	16	27	9	10	16	29	19	10	7	7	7	3	3	7	7	12	3	4
130974	6.52	6.62	6.42	187	145	60	16	27	14	25	8	10	9	3	5	12	7	5	4	4	9	3	4	1	0	1	1	0	2	1	0
130982	6.56	6.55	6.73	203	150	41	10	36	10	19	8	7	5	2	10	11	8	6	8	5	7	5	5	5	0	0	2	1	7	3	2
130991	7.44	7.28	7.16	124	98	36	8	13	7	9	2	7	5	2	12	7	5	5	3	4	2	2	3	4	0	0	3	2	2	1	1
131008	7.85	7.81	7.78	97	79	26	7	18	4	5	6	6	7	1	1	5	3	2	4	0	1	2	3	9	1	0	1	2	0	1	0
131016	5.81	5.83	6.16	259	183	59	18	28	9	26	9	11	11	15	7	13	14	3	15	3	12	6	6	8	4	1	6	2	10	2	4
131024	7.32	8.12	8.79	16	12	7	3	0	1	1	0	0	3	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0
131032	8.17	8.52	10.52	15	11	4	2	4	0	4	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0
131041	7.41	7.42	7.07	116	91	31	4	11	6	13	5	6	7	7	2	3	7	3	2	0	2	4	5	5	2	1	2	2	4	4	0
131059	7.22	7.08	6.89	320	242	102	22	30	24	28	20	19	13	15	6	18	6	7	13	7	6	6	8	10	4	10	3	2	2	5	4
131067	7.43	7.40	7.22	60	49	20	6	2	4	7	2	3	7	2	3	2	2	2	3	1	3	0	0	2	0	0	1	1	0	0	2
131091	7.70	7.65	7.90	136	99	47	14	10	13	8	7	5	6	4	8	2	3	3	4	3	4	2	4	4	1	8	0	2	3	3	2
131105	7.51	7.41	7.14	97	78	36	11	8	5	3	5	5	6	5	2	6	7	4	3	3	1	1	1	1	1	1	1	1	0	2	2
131113	6.57	6.58	6.31	47	37	15	3	2	6	1	1	3	2	2	0	4	0	2	1	0	1	5	2	0	2	0	1	0	1	2	0
131121	5.97	6.06	5.92	117	95	36	14	7	6	7	6	9	2	5	5	6	3	2	6	3	0	1	3	4	2	4	1	0	1	1	5
131130	5.71	5.68	5.84	86	77	27	7	4	8	1	10	9	0	4	4	7	3	1	3	0	0	7	1	2	3	0	0	0	3	2	0
131148	5.57	5.52	5.39	442	345	139	57	34	34	33	20	31	19	23	15	9	10	17	8	7	6	8	7	10	6	5	10	5	10	6	8
131156	4.92	4.92	4.92	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
131164	6.98	6.28	6.47	17	12	3	3	1	0	0	1	1	2	1	0	0	0	0	0	1	0	0	1	2	0	0	1	1	0	0	0
131172	6.15	5.79	6.25	59	41	10	3	4	1	15	1	3	0	0	5	0	2	3	3	1	5	0	1	4	0	1	0	0	1	0	0
131181	8.34	8.34	8.64	6	6	5	1	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
131199	8.90	8.55	5.52	13	8	3	0	3	1	2	0	2	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0
131202	10.12	10.06	8.89	19	13	6	1	1	1	2	0	1	3	1	0	1	0	1	0	1	2	0	0	1	0	0	0	1	0	0	0
131211	6.91	6.70	6.56	230	181	95	35	12	16	12	10	12	17	8	5	7	12	16	3	3	11	1	2	2	5	1	6	5	1	6	2
131229	7.25	7.07	6.69	103	81	42	13	3	9	6	6	2	7	3	9	4	3	6	2	3	1	2	3	0	0	5	3	3	1	1	0
131237	7.65	7.53	7.31	172	126	48	11	18	14	18	7	6	7	9	7	7	2	3	3	4	3	4	5	5	3	6	4	2	3	1	3
131245	8.34	8.62	7.77	47	36	10	2	5	3	4	1	6	1	5	2	0	1	1	1	1	0	1	1	1	1	0	1	0	1	0	2
131253	7.63	7.49	7.19	65	53	27	16	2	1	1	4	3	8	4	0	2	1	1	1	3	2	0	2	1	0	0	1	1	4	1	0
131261	8.61	8.58	8.67	183	141	76	18	12	24	10	4	10	11	1	3	2	9	7	6	9	7	0	4	2	1	4	2	4	2	6	1
131270	7.40	7.63	7.54	18	14	4	0	1	1	2	1	0	1	0	0	2	2	0	3	2	2	0	0	1	0	0	0	0	0	0	0
131288	7.52	7.45	7.51	428	334	142	47	43	29	45	12	23	14	12	19	22	14	12	9	9	11	4	10	6	9	1	7	6	7	4	2
131296	7.78	7.74	7.21	104	80	39	14	17	7	2	3	5	4	0	2	7	2	0	6	5	5	1	1	4	1	1	0	0	3	4	0
131300	8.16	8.21	8.00	342	266	113	39	34	19	28	15	13	13	16	10	14	17	17	11	13	11	5	4	11	4	2	5	1	4	2	4
131318	8.00	8.16	8.51	70	58	24	8	5	8	5	4	5	2	0	5	4	2	0	1	2	2	1	3	1	0	2	0	0	2	1	0
131326	8.38	8.34	8.47	138	95	31	12	22	11	11	6	8	4	6	1	3	4	3	4	6	1	3	1	7	3	3	1	2	0	2	1
131334	8.26	8.22	8.03	212	161	58	16	27	12	16	8	13	7	5	8	10	10	5	14	7	5	3	4	3	2	3	5	0	3	5	1
131342	8.25	8.15	8.07	230	171	69	19	27	17	22	9	12	11	11	6	7	9	8	8	4	7	8	6	3	2	0	3	4	4	7	3
131351	7.95	7.81	7.48	185	133	50	20	30	11	7	7	8	10	5	7	3	7	3	3	6	2	3	8	3	2	19	0	1	1	2	2
131369	5.72	5.88	6.21	57	47	25	10	3	7	2	2	2	3	1	1	0	3	1	1	0	0	3	4	0	0	2	0	0	1	1	2
131377	5.70	5.63	5.76	84	62	23	8	5	7	6	5	12	1	7	3	2	0	0	2	1	0	2	2	0	4	1	0	2	1	2	1
131385	5.71	5.59	5.37	399	318	125	38	41	23	27	32	28	24	21	9	6	12	16	14	10	8	6	9	1	5	6	8	6	3	5	5
131393	5.23	5.21	5.03	220	167	62	17	20	16	19	14	11	6	14	13	7	6	8	12	6	3	4	5	2	0	5	2	3	2	3	4
131407	4.11	4.12	3.99	728	573	234	102	50	59	25	43	58	49	41	26	24	17	10	15	10	8	12	23	7	19	30	14	10	9	3	4
131415	6.75	6.62	5.98	187	147	50	12	39	12	15	6	9	6	4	9	8	10	6	4	6	1	1	1	12	0	1	1	4	6	1	0
131423	7.66	7.57	7.89	45	35	16	1	6	4	2	3	1	9	0	2	0	0	0	5	1	1	0	0	0	0	1	0	0	2	2	0
131431	8.02	8.00	7.71	199	162	82	22	16	22	11	10	10	10	6	5	12	3	5	10	5	6	3	2	3	3	3	1	3	2	7	3
131440	8.94	8.60	9.20	38	30	18	3	3	5	1	0	1	1	3	1	4	0	3	2	0	1	0	1	0	0	0	0	1	1	2	1
131458	7.76	7.64	7.29	57	44	20	13	1	2	7	2	3	3	4	4	2	1	1	1	0	1	0	1	1	2	0	1	0	0	2	0
131466	7.13	7.06	7.08	79	64	15	6	10	2	6	3	2	2	4	14	3	5	1	1	5	0	1	0	4	0	0	0	0	1	1	0
131474	9.50	9.31	8.59	15	13	7	1	1	3	0	0	2	2	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0
131482	9.74	9.84	9.22	34	27	14	2	1	4	5	1	1	3	0	0	3	2	0	0	0	2	0	2	0	1	0	1	0	2	1	1
131491	8.37	8.37	7.22	3	3	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
131512	9.96	9.59	9.87	43	34	20	4	6	2	0	0	1	3	2	1	3	2	2	0	1	0	1	3	0	2	0	0	4	0	2	0
131521	10.35	10.41	10.80	44	37	21	5	3	11	2	0	4	0	2	1	2	0	2	0	0	1	1	0	0	1	1	0	2	0	1	0
131547	10.79	10.73	10.49	23	19	9	3	1	2	1	0	0	1	1	4	0	1	3	2	0	0	0	1	2	0	0	0	0	0	0	0
131555	10.88	10.94	10.38	42	34	16	4	3	3	2	0	2	1	3	1	0	2	6	1	1	1	0	0	0	0	1	1	2	1	1	2
131563	9.33	9.08	8.71	92	73	30	8	7	5	3	7	7	4	7	2	6	1	4	1	3	1	4	3	1	0	2	0	3	3	1	0
131571	9.33	9.35	9.46	172	134	63	16	20	14	15	7	4	12	7	7	6	5	9	5	1	2	3	4	3	4	3	2	3	0	7	0
131580	9.80	9.70	9.60	12	10	8	1	0	2	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1
131601	10.17	10.20	10.13	15	12	5	1	1	2	1	1	2	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0
131610	9.87	9.79	9.72	127	104	49	12	9	12	9	10	3	8	4	6	7	5	7	2	1	0	1	1	0	5	3	1	3	1	1	2
131628	9.89	9.98	10.30	46	39	13	1	6	5	3	2	4	3	3	2	2	0	0	0	0	1	1	1	0	1	0	1	2	1	0	1
131636	10.24	10.69	10.42	7	5	3	1	0	2	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
131644	9.21	9.33	9.53	128	103	41	20	9	10	6	13	6	6	5	1	4	3	5	3	5	1	7	1	3	3	0	1	2	1	1	1
131652	8.93	8.93	8.36	6	5	4	1	0	0	1	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131661	8.11	7.73	7.62	20	17	11	1	0	5	1	1	1	1	0	1	0	0	2	1	1	0	1	1	1	0	0	0	0	0	0	0
131679	6.41	6.44	6.40	161	122	60	32	16	13	10	11	4	7	5	5	4	6	3	4	2	1	3	1	2	3	2	6	3	0	3	2
131687	7.77	7.61	7.76	53	38	15	3	3	5	6	2	3	0	2	3	2	1	2	0	3	0	2	1	1	0	0	6	1	0	2	0
131695	7.70	7.91	6.31	15	12	6	1	0	0	1	1	1	1	0	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
131709	8.85	8.55	8.20	44	32	21	5	2	0	4	2	0	6	1	2	2	0	2	0	2	0	1	2	0	4	2	0	1	0	2	2
131717	6.80	6.84	6.65	5	4	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
131725	8.91	8.83	9.11	75	60	30	5	10	7	3	4	3	2	2	2	4	0	4	2	1	3	1	1	1	2	0	2	4	1	2	2
131733	9.19	9.30	10.50	25	22	9	2	5	4	1	0	1	2	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	2	1	1
131741	7.85	7.92	7.82	153	116	54	19	11	8	9	12	8	9	6	4	5	3	6	3	1	3	2	1	4	8	2	4	2	0	2	3
131750	8.64	8.51	8.47	21	17	13	6	1	0	3	0	0	2	2	0	0	0	3	0	0	0	1	0	0	1	0	0	1	0	0	0
131768	9.31	9.17	8.34	42	37	15	5	5	3	2	2	0	5	1	2	2	0	1	0	2	0	0	0	1	1	0	3	0	1	3	0
131776	9.22	10.08	13.98	5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0
131784	8.92	8.83	8.98	93	75	30	11	15	10	5	1	3	3	3	1	3	5	2	2	5	1	1	1	0	1	0	1	0	2	2	1
131792	8.55	8.56	8.55	299	219	77	32	32	17	24	17	14	7	25	6	14	7	9	6	6	7	5	6	9	1	6	7	5	3	4	5
131806	8.74	8.74	0	4	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
131814	10.25	10.25	8.72	39	31	10	3	2	2	4	3	4	3	0	2	0	1	0	1	0	0	1	1	4	2	0	0	1	1	0	0
131822	9.11	9.22	9.27	56	45	14	5	12	3	1	2	3	1	1	3	1	0	1	0	2	2	2	0	0	0	0	0	3	2	4	1
131831	9.96	9.63	9.82	34	27	8	3	4	3	5	3	2	2	1	1	1	2	1	1	0	0	3	0	1	0	0	0	0	0	0	0
131849	8.93	9.13	8.81	156	123	47	19	11	8	11	16	6	8	4	4	6	5	5	3	2	4	6	1	1	2	3	2	2	1	2	0
131857	8.52	8.68	8.85	27	19	9	1	2	4	1	0	0	2	0	1	1	1	0	1	2	0	1	0	4	0	1	0	0	1	1	0
131865	9.02	9.65	7.80	12	9	2	1	2	1	2	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
131873	8.89	8.85	8.80	297	227	98	25	14	33	22	22	9	17	13	7	8	16	13	9	4	8	6	11	1	9	5	5	6	3	4	4
131881	8.25	8.45	8.98	23	19	5	1	1	2	2	2	2	4	0	2	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0
131890	9.12	9.03	8.98	624	456	201	70	42	66	75	23	42	20	47	16	28	11	15	11	8	4	17	16	5	24	2	10	12	3	7	10
131903	8.49	8.59	8.25	281	214	83	28	23	26	20	16	14	19	12	8	5	5	8	5	5	4	7	6	1	6	8	4	6	5	2	6
131911	6.16	6.43	6.39	126	90	28	11	14	1	9	5	2	3	5	4	4	10	3	5	8	2	2	3	4	1	3	1	5	3	3	3
131920	7.56	7.59	7.74	337	248	85	30	50	20	31	18	8	17	15	12	17	6	9	13	5	7	6	5	5	4	9	7	2	3	2	3
131938	8.33	8.20	8.07	267	195	76	21	27	21	27	24	11	6	8	10	9	5	6	14	6	4	7	5	0	7	11	3	2	5	2	5
131946	7.83	7.88	8.38	185	146	57	18	12	11	7	9	14	10	5	15	3	3	6	10	6	3	6	3	1	6	3	8	2	4	2	1
131954	7.45	7.51	7.57	323	248	107	44	24	30	17	19	19	11	15	15	6	7	11	11	5	10	3	6	9	8	7	9	4	3	1	4
131962	7.72	7.74	7.75	225	174	75	30	17	25	14	10	19	13	10	9	6	4	8	1	2	0	6	5	2	3	5	1	0	2	1	5
131971	8.11	7.93	8.00	150	112	43	13	21	11	10	5	3	9	8	8	10	4	4	3	6	4	3	1	3	1	1	3	1	2	0	0
131989	8.76	8.75	10.64	22	20	5	3	2	1	0	1	2	1	2	2	0	2	0	1	0	2	0	0	2	1	0	0	0	0	0	0
132004	10.14	10.51	10.57	23	19	10	2	4	2	1	0	1	2	1	0	2	0	0	0	2	1	0	0	1	0	0	0	0	1	1	1
132012	9.75	10.22	9.93	29	20	8	3	2	1	2	6	0	1	1	0	2	1	4	0	1	0	1	0	0	1	0	0	0	0	1	1
132021	11.72	11.72	10.43	5	5	3	2	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
132039	9.47	9.48	9.50	120	93	38	9	13	10	10	6	6	5	5	1	5	7	2	2	1	4	5	1	0	2	4	3	4	2	0	3
132047	9.74	9.67	9.72	323	237	94	35	34	27	23	20	21	17	17	8	8	6	12	5	6	8	4	6	2	6	7	5	2	2	8	5
132055	8.87	8.50	8.47	132	102	47	13	9	9	10	5	6	9	3	6	5	2	4	2	3	2	0	2	1	3	3	4	2	3	4	2
132063	9.08	9.13	9.00	178	153	75	21	9	21	11	14	9	7	9	7	5	4	6	6	1	2	4	8	1	2	2	4	7	1	2	3
132071	8.09	7.96	7.50	156	116	56	22	13	17	5	6	10	6	9	2	5	4	2	7	3	5	3	7	1	1	5	4	2	2	0	2
132080	8.50	8.76	9.95	53	40	15	10	5	3	1	2	1	3	2	3	2	4	1	0	1	2	2	0	0	1	0	0	1	0	2	1
132098	9.37	9.29	9.78	82	65	30	7	1	8	5	8	2	3	6	2	3	3	4	0	2	2	0	2	0	2	3	3	5	1	2	2
132101	9.13	9.22	9.25	224	167	61	31	15	21	18	12	11	14	13	7	6	8	5	3	1	2	11	3	0	1	10	6	0	3	0	0
132110	8.30	8.32	8.44	356	281	128	45	40	36	20	17	10	14	16	14	11	10	15	10	5	12	9	8	4	6	2	5	2	4	7	3
132128	8.42	8.31	8.45	104	83	42	11	9	11	10	6	5	3	8	2	6	3	6	3	1	0	1	3	2	1	0	2	2	0	1	1
132136	7.38	7.83	8.09	16	13	6	1	1	0	2	1	2	1	0	2	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0
132152	6.98	6.89	7.23	61	51	17	3	10	0	5	6	4	4	3	0	3	1	1	2	2	1	3	0	3	0	1	1	1	0	0	1
132161	6.53	6.60	6.84	55	41	24	8	6	7	3	0	3	7	0	0	1	2	2	3	0	2	0	1	0	1	0	0	3	0	0	1
132179	6.97	6.89	6.75	30	20	14	8	3	2	2	0	1	2	0	2	1	0	1	0	0	0	0	1	4	0	0	0	0	0	0	0
132187	7.16	7.97	9.38	7	5	1	1	0	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132195	7.22	7.25	6.87	118	90	34	10	17	7	5	3	9	4	12	4	9	3	1	0	3	3	1	4	5	1	1	0	1	2	1	2
132209	5.89	6.04	5.68	54	42	17	8	9	4	0	3	2	1	2	5	1	1	3	2	2	1	0	1	0	0	1	0	1	1	0	0
132217	5.33	5.35	5.04	89	63	26	12	4	8	9	10	3	2	6	4	2	0	3	3	0	0	1	0	0	4	2	1	1	0	0	2
