zsjCode	dojezdy_all	dojezdy_urgent	dojezdy_very_urgent	count_all	count_urgent	count_very_urgent	DUŠNOST	ÚRAZ	BOLEST BŘICHA	PÁD	NESP.NEURO. PŘÍZ.	JINÉ POT.AK.	STENOKARDIE	JINÉ POT./ZH.STAVU	PO KOLAPSU	BEZVĚDOMÍ	NEVOLNOST	BOLEST ZAD 	PSYCHÓZA	NAPADENÍ	INTOXIKACE	SOMNOLENCE	KRVÁCENÍ	DN	HYPERT.	ARYTMIE	BOLEST DK	TEPLOTA	KŘEČE/PO KŘEČI	K PORODU	BOLEST JINÁ
316016	8.72	9.00	8.80	26	21	9	2	0	2	3	4	2	0	2	0	0	1	1	0	2	1	0	1	1	0	0	0	0	0	1	2
316024	9.20	9.30	8.95	42	35	14	2	4	4	0	2	3	1	1	2	3	4	1	0	3	2	1	0	2	0	0	1	1	0	0	0
316032	8.23	8.16	7.79	12	6	2	0	0	1	1	0	1	0	0	2	0	0	1	0	1	0	0	0	1	0	0	0	2	0	0	2
316041	8.44	8.73	8.42	65	45	21	5	8	5	6	2	3	0	2	1	1	4	3	1	2	0	2	4	1	2	4	1	0	1	1	0
316059	8.60	8.70	8.85	39	32	18	5	8	4	2	2	0	3	0	1	2	0	2	0	0	1	2	0	0	0	0	0	0	0	1	0
316067	10.35	10.16	10.07	164	126	53	11	15	17	13	9	8	6	11	5	9	3	6	5	4	3	2	7	0	3	3	1	1	1	2	1
316075	10.97	10.99	10.68	46	39	18	7	1	5	3	1	4	2	4	2	1	0	4	2	0	0	1	1	0	0	0	0	0	0	0	2
316083	11.05	10.72	10.75	77	61	29	6	6	8	3	7	5	1	3	0	5	4	2	0	1	3	3	3	0	2	1	1	1	1	0	0
316091	8.45	8.51	7.43	30	23	14	3	2	4	2	1	3	1	2	1	0	0	1	0	0	1	0	1	0	0	0	0	2	0	0	1
316105	10.27	9.58	11.23	30	25	10	4	3	1	1	1	0	3	0	0	2	0	0	0	0	1	1	2	2	1	0	0	1	1	0	0
316113	9.13	9.10	8.55	24	20	8	4	6	1	1	2	0	0	0	1	1	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0
316121	4.55	4.55	4.55	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316130	7.56	8.37	0	8	6	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0
316148	7.58	7.51	6.08	4	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
316156	9.85	9.70	8.62	12	11	2	1	3	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	2	0	0
316164	10.03	9.97	10.10	120	94	45	11	7	7	9	2	7	7	4	2	6	1	3	2	3	9	3	3	6	2	1	2	2	3	1	0
316172	7.50	7.50	7.50	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316202	10.09	10.27	11.82	4	3	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
316211	12.87	12.87	13.88	2	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316245	12.88	12.88	11.15	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316261	10.17	10.17	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316288	12.58	12.67	12.70	17	14	7	1	3	0	2	2	1	1	0	0	2	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0
316296	11.44	11.45	9.78	10	9	3	0	4	0	2	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
316300	12.38	12.38	12.77	10	10	3	2	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0
316318	12.18	12.37	14.10	18	12	7	0	2	1	1	0	1	0	0	0	1	0	1	0	1	0	0	2	2	0	0	1	2	0	1	0
316326	6.88	6.93	7.64	30	25	6	3	1	2	1	3	1	3	0	4	0	0	1	0	1	0	2	0	2	0	0	1	0	2	0	1
316334	8.10	8.29	7.98	18	13	4	2	0	1	1	4	0	1	0	2	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0
316342	9.13	9.07	9.50	24	15	8	5	1	5	3	0	2	0	1	2	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
316369	7.76	4.07	4.07	2	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316377	8.17	8.17	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
316385	6.80	7.09	6.37	27	20	6	1	4	2	2	2	1	0	1	4	3	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1
316407	10.77	10.77	10.43	3	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
316415	11.60	12.13	0	4	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
316431	10.66	8.40	8.40	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316440	7.31	7.26	7.46	247	193	92	27	15	19	11	8	17	14	8	8	6	7	11	9	4	7	5	7	1	8	7	3	8	1	6	6
316458	7.31	7.64	5.58	11	6	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0
316474	8.81	8.90	8.90	68	46	28	7	6	6	4	1	4	4	0	1	2	1	4	0	1	0	1	4	2	3	2	0	3	1	1	3
316482	9.12	9.30	8.96	94	74	31	13	13	13	4	3	4	5	4	2	2	2	1	2	1	1	3	2	1	2	1	1	2	2	2	1
316491	9.49	9.37	9.12	119	96	44	11	14	12	8	4	4	5	5	4	4	5	3	2	4	2	2	0	0	1	2	5	5	1	3	3
316504	9.20	9.08	9.16	209	159	71	33	13	27	14	6	12	12	12	5	3	7	5	2	6	7	2	2	2	4	3	2	7	4	1	2
316512	9.57	9.47	9.23	60	49	24	6	7	5	4	5	5	3	0	3	2	2	2	1	2	1	0	2	1	0	1	0	0	0	2	0
316521	9.81	9.84	9.76	67	53	26	10	10	4	5	2	4	4	2	2	3	2	3	0	2	2	1	2	0	0	0	0	2	0	2	1
316539	10.11	10.11	8.52	6	6	1	0	0	0	0	2	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
316547	7.17	6.75	8.83	8	5	3	0	0	0	3	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1
316555	9.03	9.03	9.03	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316563	9.66	10.19	10.17	13	8	4	0	4	1	3	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
316571	8.23	8.24	9.13	25	21	10	2	5	1	1	2	1	1	1	1	1	0	1	1	1	0	2	0	2	0	0	0	1	0	0	0
316580	2.27	3.36	6.62	3	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
316598	8.70	7.96	8.64	11	9	4	0	4	2	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
316601	9.71	9.81	9.44	56	46	22	4	4	7	3	0	2	4	3	1	0	0	5	6	1	1	0	0	1	0	0	0	6	1	4	0
316610	9.52	9.95	10.95	16	13	5	2	0	1	0	2	2	1	2	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
316628	10.00	9.90	10.34	35	30	9	4	2	2	6	1	2	2	1	1	1	1	1	1	1	1	3	0	1	0	0	0	0	1	0	0
316636	11.30	11.54	11.32	13	12	5	2	1	1	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0
316644	9.73	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316652	11.79	11.17	11.76	8	4	2	2	1	0	2	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
316661	14.54	16.42	16.42	3	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
316679	12.08	12.08	12.08	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316695	11.77	11.70	11.31	18	15	8	4	2	1	2	1	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
316709	10.81	10.38	10.19	15	10	4	0	2	2	5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
316717	12.41	12.05	13.25	15	13	6	0	1	3	1	2	0	2	1	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0
316733	10.00	10.08	10.44	23	18	9	2	1	1	2	2	0	2	0	0	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
316750	10.11	10.53	14.12	5	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
316768	9.28	9.28	8.52	6	6	3	0	1	2	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
316776	9.69	10.36	11.53	8	6	2	0	3	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1
316784	10.03	9.80	9.13	10	9	6	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0
316792	11.93	11.93	14.51	6	6	2	0	1	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316806	9.10	9.11	9.22	5	4	3	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
316814	10.11	9.73	9.88	58	44	19	6	5	3	1	4	2	1	2	2	3	1	1	4	0	2	1	1	7	1	1	2	1	0	0	1
316822	10.83	10.64	10.99	30	26	9	3	6	0	1	1	1	0	1	1	1	2	1	1	1	1	1	2	4	0	0	0	1	0	1	0
316831	8.16	8.20	8.53	241	186	91	31	18	24	17	17	8	10	16	11	12	3	14	5	6	1	4	4	2	6	4	6	2	1	2	6
316849	7.82	7.68	7.17	98	81	30	11	14	8	5	8	11	5	1	3	1	3	3	5	0	4	0	1	1	1	0	1	4	1	2	1
316857	7.99	8.04	7.55	205	157	69	23	13	24	14	12	9	8	11	4	3	4	6	5	2	4	2	4	3	2	4	6	7	1	2	4
316873	13.36	13.36	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
316890	8.63	9.26	9.93	19	11	5	2	3	1	2	0	0	0	0	3	0	2	0	1	0	3	0	0	1	0	0	0	0	0	0	0
316903	10.38	10.91	9.92	37	29	12	3	6	0	3	1	1	2	0	4	3	2	0	0	1	1	0	0	2	0	0	0	0	1	0	1
316911	9.28	9.37	9.17	39	27	17	5	5	5	3	1	1	1	2	0	1	0	2	0	1	2	0	1	2	0	0	3	0	1	0	2
316920	9.39	9.30	8.13	14	12	4	1	1	1	1	1	0	0	2	1	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
316938	9.94	9.93	10.18	69	54	21	4	10	6	7	2	2	3	2	2	3	0	2	1	3	2	0	2	4	0	0	0	1	3	1	1
316946	13.04	13.04	13.39	3	3	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316954	10.81	11.01	10.39	10	9	6	0	0	0	0	1	0	0	2	0	1	0	1	0	0	0	0	0	4	0	0	0	0	0	0	1
316962	9.25	9.25	7.25	10	10	2	1	3	0	1	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
316971	7.22	6.92	7.39	8	6	2	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
316989	8.25	8.35	8.07	46	42	13	3	4	3	2	4	3	2	1	3	3	1	0	1	0	2	0	3	2	0	0	0	0	0	0	0
316997	8.18	8.10	7.70	48	41	19	7	7	6	1	0	5	2	2	2	2	1	2	2	1	1	1	0	1	0	0	2	0	1	1	0
317004	6.95	7.03	6.50	10	7	2	0	2	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0
317012	7.86	7.66	7.21	16	13	5	1	2	1	3	0	1	1	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
317021	7.74	7.80	7.85	177	138	64	21	12	19	6	5	13	9	8	7	2	3	1	1	2	5	3	11	3	2	16	2	4	2	1	4
317039	9.62	9.64	9.04	8	6	4	3	0	0	2	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
317047	10.15	10.15	6.67	3	3	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
317055	9.80	8.78	8.94	6	5	3	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
317063	9.13	8.97	8.38	48	40	18	3	6	5	1	4	4	4	1	1	1	0	0	1	1	1	0	2	0	1	0	1	2	1	2	0
317071	8.80	8.57	7.23	10	8	4	0	3	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0
317080	9.51	10.48	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
317098	6.78	7.27	5.67	5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1	0	0	0
317101	9.69	9.84	8.80	12	9	5	0	0	2	2	1	0	0	0	1	2	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0
317110	6.93	6.99	7.36	51	42	23	5	4	3	2	3	0	2	3	3	3	1	4	0	1	1	0	0	4	0	1	3	1	1	1	1
317128	5.92	5.27	4.84	14	9	4	0	1	1	1	0	2	2	0	0	0	1	0	0	0	0	0	0	3	2	0	0	0	0	0	0
317136	7.26	7.35	7.54	175	135	56	18	9	9	15	9	6	12	11	1	9	6	12	8	9	5	2	7	0	2	0	2	3	2	3	0
317152	8.41	9.00	8.61	6	4	2	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0
317161	9.30	9.70	8.42	8	6	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	0	0	0
317187	6.97	7.16	6.56	40	31	13	4	5	6	1	3	1	1	0	3	0	2	2	1	0	2	0	1	0	0	0	1	1	1	3	0
317195	6.52	6.57	6.58	101	76	27	3	9	10	10	3	4	5	2	6	3	2	3	6	6	1	1	2	4	0	0	0	1	4	2	2
317209	5.67	5.83	5.88	51	43	14	4	3	2	3	2	5	2	1	2	2	5	1	1	3	2	3	1	2	0	0	1	1	1	0	0
317217	8.65	8.90	7.82	9	7	3	3	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
317225	9.88	9.95	9.28	158	125	58	19	18	17	14	7	10	9	6	4	4	3	8	2	1	2	1	1	0	3	1	1	1	4	4	5
317233	10.63	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
317241	12.01	11.81	12.02	17	16	5	1	1	0	3	0	1	1	2	1	1	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0
317250	13.77	13.95	13.41	11	7	3	3	1	0	1	0	0	1	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
317268	9.40	7.61	8.00	3	2	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
317276	13.74	13.75	12.77	48	40	15	5	7	4	6	1	2	5	3	1	2	0	0	1	0	0	3	0	2	1	1	0	1	0	0	0
317284	13.92	13.56	13.36	23	13	7	3	3	2	2	2	0	2	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0
317292	11.33	11.42	11.35	10	9	5	2	1	2	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
317306	10.22	10.50	9.72	46	35	16	10	3	3	2	7	2	1	0	1	2	0	0	1	0	1	0	0	7	1	0	0	2	0	1	0
317314	12.31	12.53	12.03	34	27	10	3	2	3	1	3	2	2	1	1	1	0	1	0	0	2	0	0	0	3	1	0	0	1	1	1
317322	13.76	13.89	12.83	16	11	7	1	3	3	2	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
317331	13.42	13.48	12.79	75	63	33	11	5	6	1	4	3	3	3	3	3	5	2	1	0	2	2	3	0	5	4	2	1	0	0	0
317349	11.82	11.82	11.82	2	2	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
317357	10.46	10.53	10.13	28	26	7	2	1	1	1	3	5	1	1	1	0	1	0	1	0	1	0	0	4	1	0	0	0	1	0	0
317365	12.33	11.29	10.19	19	14	7	1	2	1	2	1	0	1	1	0	1	2	1	0	1	1	0	0	3	0	1	0	0	0	0	0
317373	11.26	11.12	11.16	17	14	9	4	2	1	0	2	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	2
317381	10.96	11.36	10.34	12	9	3	1	2	0	2	0	2	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0
317390	9.57	9.90	10.66	9	8	5	2	0	2	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
317403	8.79	8.62	7.87	36	29	13	2	5	4	1	1	2	5	1	0	1	1	1	0	0	0	0	0	4	0	0	0	0	0	2	0
317411	10.48	10.20	10.30	10	9	5	1	1	1	1	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0
317420	9.81	9.35	9.99	8	7	5	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1
317438	10.37	10.37	7.37	2	2	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
317446	8.06	8.47	7.35	20	17	7	3	6	1	0	1	0	0	0	0	0	0	1	2	1	1	1	0	0	1	0	0	0	0	0	0
317454	8.91	8.67	9.14	53	39	16	5	8	4	3	2	3	1	0	2	1	2	1	1	1	3	0	2	1	3	2	0	0	0	0	1
317462	8.44	8.35	8.13	17	14	6	3	1	0	1	2	1	0	1	0	2	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
317471	9.21	9.23	9.37	179	142	61	15	18	18	7	16	9	9	1	7	10	5	5	11	4	7	1	2	0	3	3	1	2	2	2	1
317489	8.49	8.40	8.14	48	43	22	6	7	3	3	1	1	4	2	2	2	0	3	0	1	1	1	0	1	2	0	1	0	0	1	0
317497	8.12	8.05	8.93	23	18	6	3	2	3	0	4	2	0	0	0	0	1	0	0	0	0	0	0	1	1	0	2	0	1	0	0
317501	10.47	11.08	7.21	6	5	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
317519	8.60	8.63	9.06	10	6	3	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	1	0
317527	10.26	10.26	9.91	49	41	21	10	0	6	3	5	4	2	2	1	0	0	0	3	0	1	0	2	3	2	1	0	0	0	0	0
317535	12.21	12.47	11.32	12	10	7	4	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
317543	8.59	8.49	10.01	90	74	37	6	7	6	7	6	6	7	3	1	3	6	4	4	1	1	0	0	0	1	1	1	2	0	2	1
317551	14.81	14.93	14.93	3	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
317560	7.38	7.38	7.38	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
317578	13.93	13.93	7.04	3	3	2	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
317586	10.68	12.06	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0
317594	8.86	8.30	8.93	13	11	4	0	0	2	1	1	1	0	0	1	1	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0
317616	10.43	11.22	13.07	6	5	2	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
317624	18.90	18.90	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
317632	8.73	8.52	8.32	11	9	5	1	2	3	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
317641	7.77	7.59	6.57	30	22	13	4	1	5	2	0	2	0	2	0	3	0	0	0	0	1	1	0	2	0	0	0	2	0	0	1
317659	7.93	8.58	8.19	6	4	2	2	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
317667	9.34	9.58	12.35	26	22	6	1	2	3	3	3	1	0	0	1	1	1	0	1	2	0	0	0	1	0	0	0	0	1	3	1
318205	6.73	6.53	4.59	18	15	4	1	4	0	3	0	2	1	0	2	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
318213	7.52	7.51	0	3	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
318221	7.79	7.92	7.24	28	23	10	2	3	2	1	1	0	3	0	1	2	0	1	1	0	0	1	0	0	2	1	0	1	2	0	0
318230	12.16	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
318256	6.22	5.71	6.38	6	5	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
318264	5.68	5.35	6.21	16	14	2	0	3	0	3	1	0	1	0	4	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
318272	7.63	7.99	10.09	36	23	6	3	6	2	1	3	0	0	1	1	0	0	1	3	0	2	1	1	1	0	0	4	1	1	0	0
318281	8.98	8.50	7.45	7	4	3	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0
318299	8.98	8.75	9.04	9	8	4	2	5	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
318311	10.12	10.12	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
318329	9.08	10.02	13.12	3	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
318337	8.53	8.70	10.60	10	8	3	0	1	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	1	0
318353	7.31	7.25	8.16	50	40	19	2	7	2	2	3	2	2	2	4	5	1	2	0	0	0	1	1	2	0	1	0	2	0	0	0
318361	12.07	12.05	12.05	3	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
318370	14.30	14.30	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
318396	9.04	9.04	6.53	5	5	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
318469	11.55	11.55	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
318485	16.20	16.20	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
320501	7.89	7.95	8.58	7	6	1	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
320528	5.81	5.98	6.14	29	22	8	0	0	2	3	4	4	2	1	0	2	0	2	0	0	0	0	2	0	0	0	1	0	0	0	2
320536	5.25	5.36	6.66	9	8	2	0	0	1	0	1	1	1	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0
320544	9.86	7.13	0	2	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
320552	4.40	4.40	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
320561	7.85	7.97	7.23	16	13	6	3	2	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	1	1	0
320579	9.42	9.87	9.59	7	5	4	0	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
320587	9.61	9.61	11.97	13	13	5	0	0	2	0	2	1	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0
320595	8.85	8.77	9.31	78	61	23	6	14	3	4	2	4	10	1	4	3	6	2	2	1	3	1	2	2	0	0	2	0	1	0	1
320609	9.66	9.66	9.87	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
320773	7.71	7.71	7.95	3	3	2	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
322326	9.97	9.28	8.35	6	4	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
324833	7.87	7.99	7.50	29	22	11	2	1	1	4	1	1	1	3	0	0	0	2	1	0	0	0	1	1	1	0	0	2	1	0	0
324841	6.44	6.38	6.80	24	20	5	2	10	1	2	1	1	2	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
324850	7.26	7.26	7.57	56	47	20	4	4	3	2	6	1	5	0	6	3	1	4	0	0	1	3	0	1	0	0	1	1	0	2	0
324868	10.00	10.14	10.45	160	124	47	23	15	12	8	13	7	12	5	5	7	3	1	5	1	3	3	2	0	2	5	2	1	3	5	4
324876	12.18	12.01	13.60	11	8	2	2	0	0	0	2	0	0	0	0	0	0	1	0	1	2	0	0	1	0	0	0	0	0	1	0
324884	11.42	11.15	10.59	28	24	12	3	5	1	2	1	1	1	1	1	3	2	0	1	0	0	0	1	1	0	0	0	1	1	0	1
324892	9.61	9.04	0	3	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
324906	9.93	9.76	9.77	28	25	8	0	7	1	1	0	3	0	0	3	1	0	0	1	0	0	1	1	3	0	0	0	1	1	0	0
	8.16	7.79	12.03	234	213	35	8	9	7	14	9	4	6	4	4	4	4	3	1	0	1	3	0	16	0	1	0	1	1	1	0
	NaN	NaN	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0